type,name,steam_appid,required_age,is_free,about_the_game,short_description,supported_languages,header_image,website,developers,publishers,price_overview,packages,package_groups,platforms,categories,genres,screenshots,movies,achievements,release_date,background,content_descriptors
game,***,1034230,0,FALSE,"*** is a small game.<br />
It is easy to play,hope you find surprise and happyness in the game.<br />
<br />
And I will metain and expand this game until I have no goods to do with it.<br />
<br />
The game is not a popular game type,i hope you enjoy this game.<br />
<br />
<br />
In this game,you will deal with many puzzles,from easy to very hard to pass through. Every puzzles commonly in their own room.The room has only one door that ony can be open by passing the puzzle in the room.The puzzles made of a full system,it's good for people especially for children.Nothing adult content in the game.<br />
<br />
Characters<br />
<br />
<br />
Player<br />
<br />
Who will pass through many puzzles and open many doors,to find out secrets in the game world,get rewards and may finally get the truth of the maze.<br />
<br />
<br />
Features<br />
<br />
- Very easy to play. What you need to do is switch on the right switch to open the door.<br />
<br />
- All puzzles based on a mechanism system.<br />
<br />
- 36+ puzzles.<br />
<br />
- Only need a mouse to play the game.","*** is a small game. It is easy to play,hope you find surprise and happyness in the game. And I will metain and expand this game until I have no better puzzle to put in it.","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Danish<strong>*</strong>, Ukrainian<strong>*</strong>, Russian<strong>*</strong>, Bulgarian<strong>*</strong>, Hungarian<strong>*</strong>, Turkish<strong>*</strong>, Greek<strong>*</strong>, Norwegian<strong>*</strong>, Czech<strong>*</strong>, Japanese<strong>*</strong>, Polish<strong>*</strong>, Thai<strong>*</strong>, Swedish<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong>, Romanian<strong>*</strong>, Finnish<strong>*</strong>, Dutch<strong>*</strong>, Portuguese<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Vietnamese<strong>*</strong>, Arabic<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",https://steamcdn-a.akamaihd.net/steam/apps/1034230/header.jpg?t=1560834508,,['Kenshin Game Studio'],['Kenshin Game Studio'],"{'currency': 'USD', 'initial': 99, 'final': 99, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '$0.99'}",[344162],"[{'name': 'default', 'title': 'Buy ***', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 344162, 'percent_savings_text': '', 'percent_savings': 0, 'option_text': '*** - $0.99', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 99}]}]","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}]","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]","[{'id': 0, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_a7b88be226e7cb9f10f6b0d2dbae67389c039abb.600x338.jpg?t=1560834508', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_a7b88be226e7cb9f10f6b0d2dbae67389c039abb.1920x1080.jpg?t=1560834508'}, {'id': 1, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_d93cc928056a5eb545f9ab411bf96cec8710577d.600x338.jpg?t=1560834508', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_d93cc928056a5eb545f9ab411bf96cec8710577d.1920x1080.jpg?t=1560834508'}, {'id': 2, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_319f5e71ca167f028d2245bc765f6c61d768d504.600x338.jpg?t=1560834508', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_319f5e71ca167f028d2245bc765f6c61d768d504.1920x1080.jpg?t=1560834508'}, {'id': 3, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_c088b24769cbf68f1a36c18befedb649bc18c915.600x338.jpg?t=1560834508', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_c088b24769cbf68f1a36c18befedb649bc18c915.1920x1080.jpg?t=1560834508'}, {'id': 4, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_e3fc6aa1b13ba53c6020be52fffed61a89d82a23.600x338.jpg?t=1560834508', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/1034230/ss_e3fc6aa1b13ba53c6020be52fffed61a89d82a23.1920x1080.jpg?t=1560834508'}]","[{'id': 256744684, 'name': 'V0.3', 'thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/256744684/movie.293x165.jpg?t=1552291593', 'webm': {'480': 'http://steamcdn-a.akamaihd.net/steam/apps/256744684/movie480.webm?t=1552291593', 'max': 'http://steamcdn-a.akamaihd.net/steam/apps/256744684/movie_max.webm?t=1552291593'}, 'highlight': True}]",,"{'coming_soon': False, 'date': 'Mar 17, 2019'}",https://steamcdn-a.akamaihd.net/steam/apps/1034230/page_bg_generated_v6b.jpg?t=1560834508,"{'ids': [], 'notes': None}"
game,- Arcane Raise -,603750,0,FALSE,"<img src=""https://steamcdn-a.akamaihd.net/steam/apps/603750/extras/footer.jpg?t=1529633754"" ><br><strong>Arcane Raise</strong> is a role-playing video game franchise, wherein a group of resurrected hunters known as Shades, fight alongside humans against monsters in a post-apocalyptic world overrun by an infestation. Do you have what it takes to survive and reclaim what was once yours?<br><br>Are you looking for a very special experience; one that you will always remember? Look no further than Arcane Raise series! This is a very special gem, Arcane Raise is a hardcore role-playing video game created through passion, dedication and labor of love! Guaranteed be a game you will always remember for better or worse, it will be ingrained in your memory forever and ever. This game aims to redefine the meaning of the word and take it to a whole grand new level!<br><img src=""https://steamcdn-a.akamaihd.net/steam/apps/603750/extras/footer.png?t=1529633754"" >","Arcane Raise is a role-playing video game franchise, wherein a group of resurrected hunters known as Shades, fight alongside humans against monsters in a post-apocalyptic world overrun by an infestation. Do you have what it takes to survive this hostile land?",English<strong>*</strong><br><strong>*</strong>languages with full audio support,https://steamcdn-a.akamaihd.net/steam/apps/603750/header.jpg?t=1529633754,,['Arcane Raise'],['WAX Publishing'],"{'currency': 'USD', 'initial': 299, 'final': 299, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '$2.99'}",[158866],"[{'name': 'default', 'title': 'Buy - Arcane Raise -', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 158866, 'percent_savings_text': '', 'percent_savings': 0, 'option_text': '-Arcane Raise- - $2.99', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]","{'windows': True, 'mac': True, 'linux': True}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 13, 'description': 'Captions available'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]","[{'id': 0, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_70e07b8a5a0cfdbe5185b32677c6bcd3f6e238d7.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_70e07b8a5a0cfdbe5185b32677c6bcd3f6e238d7.1920x1080.jpg?t=1529633754'}, {'id': 1, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_9ddaf0ba063b0ffc90739c768519e44fbcba4746.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_9ddaf0ba063b0ffc90739c768519e44fbcba4746.1920x1080.jpg?t=1529633754'}, {'id': 2, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_fe73dd8a10ca8921ebbf755a735b3cb213234479.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_fe73dd8a10ca8921ebbf755a735b3cb213234479.1920x1080.jpg?t=1529633754'}, {'id': 3, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_d2b5c2984138c976cc18e1a27384d2a92f4f66be.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_d2b5c2984138c976cc18e1a27384d2a92f4f66be.1920x1080.jpg?t=1529633754'}, {'id': 4, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_d66c612e670f8fb4f46e8de036bee11dda2de16b.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_d66c612e670f8fb4f46e8de036bee11dda2de16b.1920x1080.jpg?t=1529633754'}, {'id': 5, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_8660d27c9ebd257a96bfc48c26e262a5b1d9694c.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_8660d27c9ebd257a96bfc48c26e262a5b1d9694c.1920x1080.jpg?t=1529633754'}, {'id': 6, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_82de1f944419d9255ebe6fd478b9135f54ad558d.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_82de1f944419d9255ebe6fd478b9135f54ad558d.1920x1080.jpg?t=1529633754'}, {'id': 7, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_65b12c52b0ba91af8ee1e3cfff8c78207da2c1b3.600x338.jpg?t=1529633754', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/603750/ss_65b12c52b0ba91af8ee1e3cfff8c78207da2c1b3.1920x1080.jpg?t=1529633754'}]","[{'id': 256680620, 'name': 'Arcane Raise - Launch Trailer', 'thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/256680620/movie.293x165.jpg?t=1488941028', 'webm': {'480': 'http://steamcdn-a.akamaihd.net/steam/apps/256680620/movie480.webm?t=1488941028', 'max': 'http://steamcdn-a.akamaihd.net/steam/apps/256680620/movie_max.webm?t=1488941028'}, 'highlight': True}]","{'total': 37, 'highlighted': [{'name': 'Letter A', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/f6e3db75fea000d7fa66c83649890dce11c6663a.jpg'}, {'name': 'Letter B', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/4aea7ed5b6094d70dcf5c06b22297975ead6f2c1.jpg'}, {'name': 'Letter C', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/cee5d7e90f6222632956049b1dfd8b811af9c08e.jpg'}, {'name': 'Letter D', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/80424580af1a2b299ac5a1870e7091a09efa24de.jpg'}, {'name': 'Letter E', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/a955131c731e4aae1b0c7b525b7acd3d5c13125a.jpg'}, {'name': 'Letter F', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/6accd0fa09336d0ee44e057f3c4255d9bfdb9249.jpg'}, {'name': 'Letter G', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/de33261fe8cdd4f921fc3278493d1f7eceedd393.jpg'}, {'name': 'Letter H', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/52d38001f5232d4fe78380357687b2a7f44f7d67.jpg'}, {'name': 'Letter I', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/642e9c222e4e85cec6ad2d12ede27b3293d781c3.jpg'}, {'name': 'Letter J', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/603750/3c8351f37c9e66d2610c96f9bad04414d934959b.jpg'}]}","{'coming_soon': False, 'date': 'Mar 10, 2017'}",https://steamcdn-a.akamaihd.net/steam/apps/603750/page_bg_generated_v6b.jpg?t=1529633754,"{'ids': [], 'notes': None}"
game,-KLAUS-,729370,0,FALSE,"<img src=""https://steamcdn-a.akamaihd.net/steam/apps/729370/extras/Banner_01.png?t=1576032095"" ><br><br>Klaus is a 2D puzzle platformer with a self-aware narrative. Its design takes inspiration from classics games combined with a tense and emotionally engaging story.<h2 class=""bb_tag"">“I DON’T KNOW WHO I AM”</h2>Klaus discovers his identity while trying to escape from a mysterious basement. Through his journey he’ll discover who he is, what &quot;Klaus&quot; means, and how he ended up there. While jumping spikes, hacking computers and avoiding danger, Klaus seamlessly interjects with key elements of his story, which develops naturally while you play.<br><br><br><img src=""https://steamcdn-a.akamaihd.net/steam/apps/729370/extras/01.png?t=1576032095"" ><h2 class=""bb_tag"">4TH WALL BREAKING MOMENTS</h2>In KLAUS, you’re not  playing as the title character; rather, you’re his companion. Klaus acknowledges your presence and wonders aloud about his escape and how he found himself trapped in the first place. His personality can be volatile in vulnerable moments because Klaus has his own agenda. Oh, and Klaus might not always want to do what you want. After all, who wants to die due to someone else's mistakes?<h2 class=""bb_tag"">K1, THE FRIENDLY BRUTE</h2>During your journey, a &quot;friendly&quot; guy called K1 might join you on your journey. K1 is a brawler, at least in part, and with his destructive prowess he’s able to smash obstacles and do Shoryukens without breaking a sweat. Klaus and K1 can be controlled separately or cooperately to solve puzzles, although sometimes they’ll be split apart. Each character, of course, has his own motives.<br><br><br><img src=""https://steamcdn-a.akamaihd.net/steam/apps/729370/extras/03.png?t=1576032095"" ><h2 class=""bb_tag"">REMEMBER THE PAST</h2>Throughout the game Klaus will remember his past through interactive memories. Each memory is playable in a unique way with different mechanics than other sections of the game. Just like in real life, the dreamy worlds of the memories don’t follow the same rules of the rest of the game.<br><br><br><img src=""https://steamcdn-a.akamaihd.net/steam/apps/729370/extras/04.png?t=1576032095"" ><h2 class=""bb_tag"">FEATURING</h2><ul class=""bb_ul""><li> 6 worlds, 34 levels, 100+ rooms, 3 Bosses.<br></li><li> Critically-praised non interruptive narrative. The story unfolds while you play.<br></li><li> Two playable characters with unique skill sets and cooperative gameplay.<br></li><li> 4th wall breaking moments in gameplay and narrative.<br></li><li> Hidden collectible levels add even more depth to an already emotional story.<br></li><li> Speedrun mode unlockable after finishing the main story.<br></li><li> 2 Endings.</li></ul><h2 class=""bb_tag"">SOUNDTRACK</h2><a href=""https://steamcommunity.com/linkfilter/?url=https://pixkong.bandcamp.com/album/klaus-soundtrack-volumen-01-the-unknown-album"" target=""_blank"" rel=""noopener""  >https://pixkong.bandcamp.com/album/klaus-soundtrack-volumen-01-the-unknown-album</a><br><br><img src=""https://steamcdn-a.akamaihd.net/steam/apps/729370/extras/Banner_02.png?t=1576032095"" >","Klaus is lost and alone. Who? Where? Why? He doesn't know anything. Only you can help him find the truth. Join Klaus and K1 - a friendly brute - as you explore this puzzle platform game, through a geometric kaleidoscopic world with high contrast and pop art.","English, French, Italian, German, Spanish - Spain, Portuguese, Spanish - Latin America, Portuguese - Brazil, Russian",https://steamcdn-a.akamaihd.net/steam/apps/729370/header.jpg?t=1576032095,http://www.klausgame.com/,['La Cosa'],['La Cosa'],"{'currency': 'USD', 'initial': 1499, 'final': 1499, 'discount_percent': 0, 'initial_formatted': '', 'final_formatted': '$14.99'}",[212629],"[{'name': 'default', 'title': 'Buy -KLAUS-', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 212629, 'percent_savings_text': '', 'percent_savings': 0, 'option_text': '-KLAUS- - $14.99', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]","{'windows': True, 'mac': False, 'linux': False}","[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 23, 'description': 'Steam Cloud'}]","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]","[{'id': 0, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_b421fb06e73ed0a12bedf87ea593b92e26e608ac.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_b421fb06e73ed0a12bedf87ea593b92e26e608ac.1920x1080.jpg?t=1576032095'}, {'id': 1, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_94b1f5ff1ebf79233a636ea6bd06a5cd8e58da0a.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_94b1f5ff1ebf79233a636ea6bd06a5cd8e58da0a.1920x1080.jpg?t=1576032095'}, {'id': 2, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_1b36d58155f9109ca67a30d9b449e623ebcc37ab.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_1b36d58155f9109ca67a30d9b449e623ebcc37ab.1920x1080.jpg?t=1576032095'}, {'id': 3, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_cd1382914d3194a7e9bc3f7a83e036ff64a3fbd5.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_cd1382914d3194a7e9bc3f7a83e036ff64a3fbd5.1920x1080.jpg?t=1576032095'}, {'id': 4, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_34c1dd36988afd99e6a7ec7419eaf84b38eb38d1.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_34c1dd36988afd99e6a7ec7419eaf84b38eb38d1.1920x1080.jpg?t=1576032095'}, {'id': 5, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_79cb232c3afd2c8ee205dd0305ca51b69b482207.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_79cb232c3afd2c8ee205dd0305ca51b69b482207.1920x1080.jpg?t=1576032095'}, {'id': 6, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_afcd2b880022887447f3f49e0ccab15b8c7c6b73.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_afcd2b880022887447f3f49e0ccab15b8c7c6b73.1920x1080.jpg?t=1576032095'}, {'id': 7, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_75e82e24f147228082033030af4ff127fba51cf5.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_75e82e24f147228082033030af4ff127fba51cf5.1920x1080.jpg?t=1576032095'}, {'id': 8, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_56b88406d6ce5e9a070ebd9b2201a2d16e3ba8b7.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_56b88406d6ce5e9a070ebd9b2201a2d16e3ba8b7.1920x1080.jpg?t=1576032095'}, {'id': 9, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_eb9e05341d73e12eb63322259f59b54ee24d54f4.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_eb9e05341d73e12eb63322259f59b54ee24d54f4.1920x1080.jpg?t=1576032095'}, {'id': 10, 'path_thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_e31b5579f29124ebe5805ed070dcb6677b02d3f2.600x338.jpg?t=1576032095', 'path_full': 'https://steamcdn-a.akamaihd.net/steam/apps/729370/ss_e31b5579f29124ebe5805ed070dcb6677b02d3f2.1920x1080.jpg?t=1576032095'}]","[{'id': 256740086, 'name': 'Announcement Date Trailer', 'thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/256740086/movie.293x165.jpg?t=1547082429', 'webm': {'480': 'http://steamcdn-a.akamaihd.net/steam/apps/256740086/movie480.webm?t=1547082429', 'max': 'http://steamcdn-a.akamaihd.net/steam/apps/256740086/movie_max.webm?t=1547082429'}, 'highlight': True}, {'id': 256727938, 'name': 'Gameplay Trailer', 'thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/256727938/movie.293x165.jpg?t=1536783585', 'webm': {'480': 'http://steamcdn-a.akamaihd.net/steam/apps/256727938/movie480.webm?t=1536783585', 'max': 'http://steamcdn-a.akamaihd.net/steam/apps/256727938/movie_max.webm?t=1536783585'}, 'highlight': True}, {'id': 256727936, 'name': 'Announce Trailer', 'thumbnail': 'https://steamcdn-a.akamaihd.net/steam/apps/256727936/movie.293x165.jpg?t=1536783593', 'webm': {'480': 'http://steamcdn-a.akamaihd.net/steam/apps/256727936/movie480.webm?t=1536783593', 'max': 'http://steamcdn-a.akamaihd.net/steam/apps/256727936/movie_max.webm?t=1536783593'}, 'highlight': True}]","{'total': 41, 'highlighted': [{'name': ""I'm Klaus"", 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/9d4aea312ac136b9fa5ef1a704946e410599ede5.jpg'}, {'name': 'I Remember This', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/e5ca826a15c08ac037b01b8f58072ec665484f40.jpg'}, {'name': ""I'm Not Alone"", 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/4772dc26edc4065d67c7858f7f00b7c2bcbe5c38.jpg'}, {'name': 'Jump Man', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/24ee1416f145368852dae3ab4af5cbc2bef55607.jpg'}, {'name': ""It's Not Just Jump n' Run"", 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/f307985878ba1ec4991d40d26e331c6f148f1524.jpg'}, {'name': 'Super Jump Man', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/2c0edcd6d972ee5459f1900ede65cbf291f8a0af.jpg'}, {'name': 'Clone Wars', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/7090af0e360936d6bcfadccc1fbc63d84507eefd.jpg'}, {'name': 'Free Will', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/d9189f9e93f5531c05231eb8b6201faf8eccf44e.jpg'}, {'name': 'Gaining T(h)rust', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/5444965e0eefb213ae7ae124aeb2e26b89f398ea.jpg'}, {'name': 'The Valley of the Wind', 'path': 'https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/729370/b914927eefe77a727c5ee45729145f3147a540a9.jpg'}]}","{'coming_soon': False, 'date': 'Jan 23, 2019'}",https://steamcdn-a.akamaihd.net/steam/apps/729370/page_bg_generated_v6b.jpg?t=1576032095,"{'ids': [], 'notes': None}"
